epoch;acc;loss;val_acc;val_loss
0;0.8628782332319128;6.046705454601586;0.8629743749909665;6.815066237263479
1;0.9075825502140037;4.405181062804539;0.8716642614882805;6.197412606391117
2;0.9213997011228994;3.8808463047159236;0.8754163579011076;6.07930630236019
3;0.9298009835373048;3.5776350731396476;0.8834197901741169;5.98141018275217
4;0.9352135089102681;3.3538550466030945;0.8775615273699605;6.070057775602404
5;0.9388976367381371;3.18875063333232;0.8808143843470565;5.802654594893184
6;0.9416858060673177;3.0504997355233328;0.8844884745992566;5.721095185168443
7;0.944280073948612;2.9306585659291584;0.8847770973999929;5.758548727150459
8;0.9463929312817015;2.8316323090092834;0.8887008073754056;5.644188022089058
9;0.9483386321839543;2.737778855967593;0.871235227594138;6.010015652866826
10;0.9493215120246692;2.6563022886502274;0.8864698311240975;5.793030869515825
11;0.9515413494831466;2.5796851370873686;0.8911267990264214;5.574614523271627
12;0.9524272785817851;2.513415307504095;0.8900659152156706;5.585212261867698
13;0.9535405404446062;2.4511942731159704;0.8788564296686369;5.868238652039348
14;0.9547574392873766;2.3893421708059552;0.8858847849063761;5.635587750045096
15;0.955462839447351;2.332144891060265;0.887265493983788;5.676746586854263
16;0.9563253666506659;2.284349092998937;0.8894574671482732;5.7164427291380315
17;0.9573416777769902;2.2337781889088295;0.8857053707335862;5.676184892042541
18;0.9583813908014276;2.1908008230639133;0.8924295019399516;5.569322386665423
19;0.959437819472157;2.1457187087343583;0.8878661414367964;5.653664468107406
20;0.9598323086602021;2.107112810491775;0.8897616911833667;5.650081862058304
21;0.9606446889274312;2.06873752707681;0.8874371075407941;5.605659857885742
22;0.9609890311877596;2.0284858375622243;0.884550879529711;5.733992133409679
23;0.9614537260785136;1.996162401707689;0.8910175903989398;5.586668597108707
24;0.9627909775572889;1.962783148800115;0.8893326572892242;5.630378960118037
25;0.9626071054773707;1.9320967198127599;0.8772963064216899;5.844673577219421
26;0.963459603298769;1.9024195412410365;0.8878427395861905;5.636071635566574
27;0.9639610726024379;1.8733597386340488;0.8754085572899734;5.837620740331294
28;0.9642719835871203;1.8484673392660647;0.8897148874844798;5.690457877021456
29;0.9647667666220302;1.8192035761468102;0.8909005811538148;5.589803179309392
30;0.9651846577067937;1.7962709309660463;0.8837240142064207;5.789243198295685
31;0.9659034303829647;1.7703363395545546;0.8921330785206418;5.583576251781741
32;0.9661942825799017;1.750076378560829;0.8882249697819111;5.6233320155676205
33;0.9665954580225579;1.7251244667890975;0.8894574671482732;5.662383595849772
34;0.966923084631015;1.7031469032380657;0.891040992246756;5.646134419543327
35;0.967013349110111;1.6841054492535883;0.8890128320211683;5.652753453526418
36;0.9674747008637955;1.6619484389584014;0.8726549397541881;5.8542804143038145
37;0.9676017397585962;1.6446144844517805;0.8877959358873035;5.657516172924523
38;0.9679427388832499;1.6220809911557001;0.882312102664479;5.761476552067497
39;0.9685010413790107;1.605775220517257;0.8872420921364368;5.656828387988107
40;0.9687985798333486;1.5901712010154585;0.8907991731435118;5.610951084530648
41;0.9693735979684269;1.5742023236759821;0.8784663988580625;5.795453884101397
42;0.9693301373022958;1.554962264677723;0.8930925543187649;5.574987665486088
43;0.9698215772170737;1.5414791904612364;0.8920316705094089;5.548951174079398
44;0.9699385867187988;1.5254936237243797;0.886157806475545;5.747910620136916
45;0.9705035754733554;1.5104070088423083;0.8798627091642521;5.797367601537115
46;0.9703464484258303;1.4948021194950076;0.8916884433935369;5.577814720087897
47;0.9708178295698006;1.4834818027619379;0.8711416202024084;5.884454587969655
48;0.971122054284329;1.4681236765495553;0.879394672190261;5.80683255014286
49;0.9712658088170524;1.456517154147146;0.8894418659157758;5.658437349509978
50;0.9714363083737998;1.441876442704816;0.8840282382443039;5.681707973235473
51;0.971600121687095;1.4293502444139268;0.8740434494436641;5.833845096923496
52;0.9719879246107649;1.4176284213619916;0.8828971488840601;5.7358528585161315
53;0.9720180127732533;1.4060933811778138;0.8762510238429714;5.849798190727161
54;0.9724225313460048;1.3928589908228002;0.8871562853563064;5.653731347986463
55;0.9722888062021724;1.3825595247651101;0.8825773236169342;5.757185842548333
56;0.9728905693654593;1.3708003920016463;0.8892390498928451;5.600955370457367
57;0.9725328545945137;1.3596481728125989;0.886524435440163;5.684222201087684
58;0.973228225365597;1.3520293763136273;0.8884043839556308;5.662460569653023
59;0.9731847646897018;1.3424986619116663;0.8873044970636366;5.647121613706077
60;0.9736461164503606;1.330897201280494;0.8755567689986984;5.839978109722256
61;0.9735525088425641;1.3188109706276228;0.8791606537041954;5.785413718602044
62;0.973629400801279;1.3112743258283766;0.8852529349925575;5.679019171228516
63;0.9738901648482814;1.301035122539645;0.8826787316328166;5.764314969881606
64;0.9738166160126874;1.2936920886556693;0.8914310230587252;5.607806767777211
65;0.9741141544712099;1.2852480594619127;0.8809313935926466;5.773700270598279
66;0.9742345070988457;1.2750523996237735;0.8899255041227293;5.636978465805253
67;0.974294683419638;1.2675306538742985;0.8831467686049479;5.759610147672221
68;0.9750836617929384;1.2593170377258307;0.8872498927526854;5.677721565296722
69;0.975441376563884;1.2530524852669032;0.8894106634507811;5.626994516436732
70;0.9748529859140039;1.2429034661923255;0.8879831506809917;5.701044661013327
71;0.9752875926436644;1.236538542324435;0.8853231405383307;5.748843554995902
72;0.974953279772227;1.226953275524818;0.8820936854146303;5.747936446347109
73;0.9755316410360058;1.2213014018619663;0.8916494403141533;5.591431376813071
74;0.9757890619487283;1.2136152155829634;0.8857521744315433;5.6946377497185425
75;0.974906475970421;1.204962490935417;0.8824369125272477;5.764330030820165
76;0.9760030221813709;1.1989114360814332;0.8938648153278496;5.570623371246717
77;0.9760230809535734;1.1896685962657139;0.8909551854680204;5.627824757418017
78;0.9764978052346133;1.1846827990262205;0.8878583408191528;5.732965657245983
79;0.9764744033337104;1.1765791045899308;0.8879597488299208;5.682130831754116
80;0.9766382166372415;1.1700646007213762;0.8861188033938366;5.7232277788234915
